season,home_team,away_team,home_win
20252026,SEA,BOS,1
20252026,SEA,MIN,0
20252026,CAR,SEA,1
20252026,NYR,SEA,0
20252026,NJD,SEA,1
20252026,BOS,SEA,1
20252026,UTA,SEA,1
20252026,SEA,NYI,1
20252026,SEA,ANA,0
20252026,SEA,NJD,1
20252026,VGK,SEA,0
20252026,ANA,SEA,1
20252026,LAK,SEA,0
20252026,DAL,SEA,1
20252026,SEA,CAR,1
20252026,SEA,NSH,0
20252026,SEA,TBL,0
20252026,NSH,SEA,1
20252026,CBJ,SEA,1
20252026,TBL,SEA,0
20252026,SEA,UTA,0
20252026,SEA,CHI,0
20252026,WPG,SEA,1
20252026,MIN,SEA,1
20252026,SEA,VGK,1
20252026,SEA,LAK,0
20252026,VGK,SEA,1
20252026,ANA,UTA,1
20252026,VGK,UTA,1
20252026,UTA,LAK,0
20252026,UTA,LAK,1
20252026,UTA,SJS,1
20252026,NSH,UTA,0
20252026,CHI,UTA,1
20252026,UTA,SJS,1
20252026,UTA,BOS,1
20252026,MIN,UTA,0
20252026,WPG,UTA,0
20252026,UTA,TBL,0
20252026,UTA,NYI,0
20252026,ANA,UTA,1
20252026,SJS,UTA,1
20252026,UTA,VGK,0
20252026,UTA,NYR,1
20252026,UTA,VGK,1
20252026,DAL,UTA,1
20252026,SJS,UTA,1
20252026,ANA,UTA,0
20252026,UTA,LAK,0
20252026,BOS,UTA,1
20252026,DET,UTA,0
20252026,UTA,NJD,0
20252026,UTA,WPG,1
20252026,UTA,NSH,0
20252026,NYI,UTA,0
20252026,NJD,UTA,1
20252026,NYR,UTA,0
20252026,UTA,CBJ,0
20252026,UTA,DAL,1
20252026,NSH,UTA,0
20252026,TBL,UTA,1
20252026,CAR,UTA,1
20252026,UTA,DAL,0
20252026,UTA,DET,1
20252026,UTA,MIN,1
20252026,UTA,CHI,0
20252026,CBJ,UTA,0
20252026,CHI,UTA,1
20252026,MIN,UTA,1
20252026,UTA,CHI,0
20252026,DAL,UTA,0
20252026,VGK,UTA,0
20252026,UTA,ANA,0
20252026,UTA,LAK,1
20252026,LAK,UTA,0
20252026,UTA,NSH,1
20252026,UTA,CAR,0
20252026,UTA,WPG,1
20252026,VGK,UTA,1
20252026,VGK,UTA,0
20252026,UTA,VGK,1
20252026,UTA,VGK,0
20252026,VGK,UTA,1
20252026,UTA,VGK,0
20252026,DAL,MIN,1
20252026,MIN,DAL,0
20252026,WPG,DAL,0
20252026,DAL,MIN,1
20252026,DAL,CBJ,0
20252026,DAL,LAK,0
20252026,DAL,CAR,1
20252026,NSH,DAL,0
20252026,TBL,DAL,1
20252026,DAL,ANA,0
20252026,NSH,DAL,0
20252026,DAL,NYI,0
20252026,NYR,DAL,1
20252026,NJD,DAL,0
20252026,DAL,SJS,1
20252026,WPG,DAL,0
20252026,MIN,DAL,1
20252026,DAL,LAK,1
20252026,SJS,DAL,0
20252026,ANA,DAL,0
20252026,DET,DAL,1
20252026,DAL,CHI,0
20252026,CHI,DAL,1
20252026,CAR,DAL,1
20252026,SJS,DAL,1
20252026,LAK,DAL,0
20252026,ANA,DAL,1
20252026,DAL,TBL,0
20252026,DAL,BOS,1
20252026,CBJ,DAL,1
20252026,VGK,DAL,0
20252026,DAL,WPG,1
20252026,DAL,NSH,1
20252026,DAL,CHI,1
20252026,DAL,VGK,1
20252026,DAL,DET,1
20252026,MIN,DAL,1
20252026,DAL,VGK,0
20252026,DAL,NJD,0
20252026,NYI,DAL,1
20252026,BOS,DAL,1
20252026,DAL,WPG,1
20252026,DAL,MIN,1
20252026,DAL,NYR,1
20252026,DAL,MIN,0
20252026,DAL,MIN,1
20252026,MIN,DAL,0
20252026,MIN,DAL,1
20252026,DAL,MIN,0
20252026,MIN,DAL,1
20252026,LAK,ANA,1
20252026,ANA,LAK,0
20252026,LAK,ANA,0
20252026,ANA,SJS,1
20252026,SJS,ANA,0
20252026,LAK,ANA,1
20252026,SJS,ANA,0
20252026,ANA,CAR,0
20252026,CHI,ANA,1
20252026,NSH,ANA,0
20252026,BOS,ANA,0
20252026,TBL,ANA,1
20252026,ANA,DET,1
20252026,ANA,NJD,1
20252026,VGK,ANA,0
20252026,ANA,WPG,1
20252026,DET,ANA,1
20252026,MIN,ANA,1
20252026,ANA,BOS,1
20252026,ANA,VGK,1
20252026,ANA,LAK,1
20252026,CHI,ANA,1
20252026,ANA,CHI,1
20252026,NYI,ANA,1
20252026,NJD,ANA,1
20252026,NYR,ANA,0
20252026,CBJ,ANA,1
20252026,ANA,CBJ,1
20252026,LAK,ANA,1
20252026,ANA,SJS,0
20252026,ANA,TBL,0
20252026,ANA,MIN,0
20252026,CAR,ANA,1
20252026,LAK,ANA,0
20252026,ANA,LAK,1
20252026,ANA,NYR,1
20252026,ANA,VGK,1
20252026,ANA,WPG,1
20252026,ANA,NYI,1
20252026,WPG,ANA,0
20252026,SJS,ANA,1
20252026,ANA,NSH,0
20252026,ANA,SJS,1
20252026,MIN,ANA,1
20252026,NSH,ANA,0
20252026,VGK,ANA,1
20252026,VGK,ANA,0
20252026,ANA,VGK,0
20252026,ANA,VGK,1
20252026,VGK,ANA,1
20252026,ANA,VGK,0
20252026,NSH,TBL,0
20252026,TBL,NSH,1
20252026,CAR,NSH,1
20252026,NSH,CAR,1
20252026,NSH,CBJ,1
20252026,WPG,NSH,1
20252026,NSH,LAK,1
20252026,NSH,TBL,0
20252026,MIN,NSH,1
20252026,NYR,NSH,1
20252026,DET,NSH,0
20252026,CHI,NSH,0
20252026,NSH,WPG,0
20252026,CAR,NSH,1
20252026,NSH,CAR,0
20252026,NSH,NYR,1
20252026,MIN,NSH,0
20252026,VGK,NSH,0
20252026,NSH,NYI,1
20252026,NSH,CHI,0
20252026,VGK,NSH,1
20252026,BOS,NSH,1
20252026,NJD,NSH,1
20252026,NYI,NSH,0
20252026,NSH,MIN,0
20252026,NSH,CHI,1
20252026,NSH,DET,0
20252026,CBJ,NSH,1
20252026,NSH,BOS,1
20252026,WPG,NSH,0
20252026,NSH,VGK,1
20252026,CHI,NSH,0
20252026,NSH,SJS,1
20252026,NSH,NJD,0
20252026,TBL,NSH,1
20252026,LAK,NSH,0
20252026,SJS,NSH,0
20252026,LAK,NSH,1
20252026,NSH,MIN,1
20252026,NSH,SJS,0
20252026,MIN,CBJ,0
20252026,CBJ,NJD,0
20252026,CBJ,TBL,1
20252026,NYI,CBJ,1
20252026,CBJ,NYR,0
20252026,WPG,CBJ,1
20252026,DET,CBJ,1
20252026,NJD,CBJ,0
20252026,CBJ,DET,1
20252026,CAR,CBJ,1
20252026,CBJ,VGK,0
20252026,CBJ,MIN,0
20252026,LAK,CBJ,0
20252026,CBJ,NYI,1
20252026,CBJ,NJD,0
20252026,SJS,CBJ,1
20252026,VGK,CBJ,1
20252026,CBJ,TBL,1
20252026,CHI,CBJ,0
20252026,NJD,CBJ,0
20252026,CBJ,CHI,1
20252026,BOS,CBJ,1
20252026,CBJ,NYI,0
20252026,NYR,CBJ,0
20252026,CBJ,LAK,0
20252026,TBL,CBJ,0
20252026,CBJ,CAR,1
20252026,CBJ,NYR,1
20252026,NYI,CBJ,1
20252026,CBJ,SJS,0
20252026,CBJ,BOS,0
20252026,CBJ,CAR,0
20252026,CAR,CBJ,1
20252026,CBJ,WPG,0
20252026,DET,CBJ,0
20252026,CBJ,BOS,0
20252026,SJS,VGK,1
20252026,SJS,VGK,0
20252026,VGK,SJS,0
20252026,SJS,VGK,0
20252026,SJS,CAR,0
20252026,NYI,SJS,1
20252026,NYR,SJS,0
20252026,NJD,SJS,1
20252026,MIN,SJS,0
20252026,SJS,LAK,0
20252026,SJS,NJD,1
20252026,SJS,DET,0
20252026,SJS,WPG,1
20252026,MIN,SJS,0
20252026,SJS,LAK,1
20252026,SJS,BOS,1
20252026,VGK,SJS,1
20252026,CAR,SJS,0
20252026,VGK,SJS,1
20252026,SJS,MIN,1
20252026,SJS,TBL,0
20252026,LAK,SJS,0
20252026,SJS,VGK,0
20252026,DET,SJS,1
20252026,TBL,SJS,1
20252026,SJS,NYR,1
20252026,CHI,SJS,1
20252026,SJS,WPG,1
20252026,SJS,NYI,0
20252026,BOS,SJS,0
20252026,SJS,CHI,1
20252026,CHI,SJS,1
20252026,WPG,SJS,0
20252026,VGK,LAK,0
20252026,VGK,LAK,0
20252026,VGK,BOS,1
20252026,VGK,CAR,1
20252026,TBL,VGK,1
20252026,CAR,VGK,0
20252026,VGK,DET,1
20252026,VGK,TBL,0
20252026,VGK,NYI,0
20252026,MIN,VGK,1
20252026,VGK,NYR,1
20252026,VGK,CHI,1
20252026,NJD,VGK,0
20252026,NYR,VGK,0
20252026,NYI,VGK,1
20252026,VGK,NJD,0
20252026,VGK,MIN,0
20252026,CHI,VGK,1
20252026,WPG,VGK,0
20252026,LAK,VGK,0
20252026,BOS,VGK,1
20252026,VGK,LAK,1
20252026,LAK,VGK,0
20252026,DET,VGK,0
20252026,VGK,MIN,0
20252026,VGK,CHI,1
20252026,WPG,VGK,1
20252026,VGK,WPG,1
20252026,CAR,VGK,0
20252026,CAR,VGK,1
20252026,VGK,CAR,1
20252026,VGK,CAR,0
20252026,CAR,VGK,1
20252026,VGK,CAR,0
20252026,NJD,NYR,0
20252026,NJD,NYI,1
20252026,NYI,NJD,0
20252026,NYR,NJD,0
20252026,CAR,NJD,1
20252026,TBL,NJD,0
20252026,NJD,MIN,1
20252026,LAK,NJD,0
20252026,NJD,NYI,0
20252026,CHI,NJD,0
20252026,TBL,NJD,1
20252026,NJD,DET,1
20252026,BOS,NJD,1
20252026,NJD,TBL,0
20252026,NYI,NJD,1
20252026,NJD,CAR,0
20252026,NYI,NJD,1
20252026,WPG,NJD,1
20252026,MIN,NJD,0
20252026,NJD,CAR,0
20252026,NJD,WPG,0
20252026,NJD,NYI,0
20252026,NJD,NYR,1
20252026,NJD,DET,0
20252026,NJD,LAK,1
20252026,NJD,BOS,1
20252026,NYR,NJD,0
20252026,CAR,NJD,1
20252026,NJD,CHI,1
20252026,NYR,NJD,1
20252026,DET,NJD,0
20252026,BOS,NJD,1
20252026,CAR,TBL,0
20252026,TBL,CAR,1
20252026,LAK,CAR,0
20252026,CAR,NYI,1
20252026,BOS,CAR,1
20252026,NYR,CAR,0
20252026,CAR,MIN,1
20252026,BOS,CAR,0
20252026,MIN,CAR,1
20252026,WPG,CAR,0
20252026,CAR,NYR,0
20252026,CAR,WPG,1
20252026,TBL,CAR,1
20252026,CAR,DET,1
20252026,CAR,NYR,1
20252026,DET,CAR,1
20252026,CAR,CHI,0
20252026,CAR,LAK,1
20252026,NYR,CAR,0
20252026,CAR,TBL,1
20252026,CAR,DET,1
20252026,TBL,CAR,0
20252026,CAR,NYI,1
20252026,CAR,BOS,1
20252026,CHI,CAR,0
20252026,NYI,CAR,0
20252026,DET,CHI,1
20252026,MIN,CHI,0
20252026,CHI,DET,0
20252026,CHI,MIN,0
20252026,BOS,CHI,1
20252026,TBL,CHI,0
20252026,CHI,LAK,0
20252026,WPG,CHI,1
20252026,DET,CHI,0
20252026,CHI,MIN,0
20252026,LAK,CHI,0
20252026,LAK,CHI,1
20252026,CHI,NYR,1
20252026,CHI,DET,0
20252026,CHI,NYI,0
20252026,CHI,BOS,0
20252026,CHI,WPG,1
20252026,CHI,TBL,0
20252026,MIN,CHI,1
20252026,WPG,CHI,1
20252026,CHI,MIN,0
20252026,MIN,CHI,0
20252026,NYI,CHI,0
20252026,NYR,CHI,1
20252026,CHI,WPG,0
20252026,DET,TBL,1
20252026,NYI,DET,1
20252026,LAK,DET,0
20252026,DET,NYR,0
20252026,NYR,DET,0
20252026,DET,NYI,0
20252026,DET,TBL,0
20252026,BOS,DET,1
20252026,DET,BOS,1
20252026,DET,NYI,1
20252026,DET,WPG,1
20252026,BOS,DET,1
20252026,MIN,DET,1
20252026,WPG,DET,0
20252026,DET,LAK,0
20252026,TBL,DET,1
20252026,DET,BOS,0
20252026,NYR,DET,1
20252026,DET,MIN,0
20252026,TBL,DET,1
20252026,NYR,BOS,0
20252026,BOS,NYR,1
20252026,BOS,TBL,0
20252026,BOS,NYI,1
20252026,NYI,BOS,0
20252026,LAK,BOS,0
20252026,NYI,BOS,0
20252026,BOS,NYR,0
20252026,WPG,BOS,0
20252026,MIN,BOS,1
20252026,BOS,NYR,1
20252026,NYR,BOS,1
20252026,TBL,BOS,1
20252026,BOS,LAK,1
20252026,BOS,WPG,1
20252026,BOS,MIN,1
20252026,TBL,BOS,1
20252026,BOS,TBL,0
20252026,WPG,LAK,1
20252026,MIN,LAK,1
20252026,LAK,WPG,1
20252026,TBL,LAK,0
20252026,LAK,TBL,0
20252026,LAK,MIN,1
20252026,LAK,MIN,1
20252026,WPG,LAK,1
20252026,LAK,NYR,1
20252026,LAK,NYI,1
20252026,NYI,LAK,0
20252026,NYR,LAK,0
20252026,NYR,NYI,0
20252026,NYI,NYR,0
20252026,NYR,MIN,0
20252026,NYR,NYI,0
20252026,TBL,NYR,0
20252026,NYR,TBL,0
20252026,NYI,NYR,1
20252026,NYI,NYR,1
20252026,NYR,NYI,0
20252026,WPG,NYR,0
20252026,MIN,NYR,0
20252026,NYR,WPG,0
20252026,TBL,NYR,0
20252026,NYI,WPG,0
20252026,NYI,MIN,0
20252026,NYI,TBL,1
20252026,TBL,NYI,0
20252026,NYI,TBL,1
20252026,MIN,NYI,0
20252026,WPG,NYI,1
20252026,WPG,MIN,0
20252026,MIN,WPG,1
20252026,MIN,WPG,0
20252026,WPG,MIN,0
20252026,WPG,MIN,0
20252026,MIN,WPG,0
20252026,MIN,TBL,1
20252026,TBL,MIN,1
20252026,TBL,WPG,1
20252026,WPG,TBL,1
